vertex,x,y,theta,near_x,near_y
1882,575.0,196.0,37.64494713960029,530.0,194.0
1883,553.0,185.0,44.28232516703949,507.0,199.0
1884,731.0,303.0,43.65900369393639,655.0,278.0
1885,245.0,406.0,30.445951171045365,218.0,366.0
1886,276.0,277.0,24.749912826333407,231.0,259.0
1887,353.0,501.0,29.51283049705421,367.0,461.0
1888,705.0,199.0,43.543717149310496,669.0,182.0
1889,99.0,480.0,43.02673315834054,67.0,434.0
1890,219.0,278.0,57.18135666915642,195.0,296.0
1891,301.0,542.0,47.41390755303148,361.0,524.0
1892,647.0,129.0,61.28022498501245,646.0,75.0
1893,706.0,102.0,44.76472584754119,655.0,153.0
1894,711.0,524.0,61.903188173166,690.0,496.0
1895,234.0,207.0,21.95041773090869,274.0,209.0
1896,514.0,89.0,49.64534367269292,481.0,66.0
1897,161.0,480.0,56.54956266986527,89.0,480.0
1898,424.0,336.0,38.963357423093456,411.0,376.0
1899,615.0,301.0,48.29462795120499,640.0,243.0
1900,236.0,362.0,21.857490819476716,266.0,366.0
1901,179.0,121.0,56.99265554740005,141.0,139.0
1902,610.0,75.0,47.050625550588556,658.0,79.0
1903,693.0,225.0,43.8172459831676,614.0,212.0
1904,448.0,299.0,53.98454915032089,498.0,266.0
1905,220.0,278.0,39.085052408189476,205.0,357.0
1906,640.0,481.0,54.01595139312158,692.0,445.0
1907,114.0,114.0,28.178108601284205,163.0,119.0
1908,586.0,411.0,41.07628732003677,640.0,398.0
1909,385.0,453.0,60.973591135369,394.0,424.0
1910,176.0,529.0,43.924304950200934,113.0,525.0
1911,490.0,447.0,43.0817539151068,455.0,403.0
1912,609.0,128.0,48.56178436761164,615.0,80.0
1913,562.0,466.0,30.290053763956724,527.0,393.0
1914,531.0,335.0,31.544047739477026,452.0,345.0
1915,342.0,324.0,14.858290907212993,362.0,347.0
1916,522.0,315.0,37.56428734058747,433.0,303.0
1917,420.0,138.0,27.54806022865395,451.0,166.0
1918,698.0,369.0,55.84837079883915,636.0,317.0
1919,530.0,163.0,32.979671937472474,529.0,244.0
1920,158.0,521.0,43.38084631044859,99.0,480.0
1921,316.0,473.0,24.55883288682536,240.0,424.0
1922,211.0,422.0,58.66991618400104,249.0,483.0
1923,408.0,317.0,40.71759059601056,458.0,323.0
1924,283.0,147.0,30.183156383829846,256.0,72.0
1925,504.0,137.0,32.59223252171639,480.0,195.0
1926,544.0,271.0,65.01092291723555,575.0,315.0
1927,112.0,419.0,29.06199154376211,142.0,389.0
1928,706.0,136.0,61.15467771708175,709.0,111.0
1929,485.0,243.0,56.362561051209404,414.0,230.0
1930,304.0,175.0,51.62808201714895,297.0,210.0
1931,376.0,299.0,19.49309769259102,342.0,324.0
1932,567.0,412.0,43.533993976979005,513.0,386.0
1933,130.0,397.0,48.2884560616864,154.0,342.0
1934,296.0,521.0,50.712231211145486,264.0,537.0
1935,174.0,465.0,34.26951267064604,214.0,477.0
1936,164.0,290.0,62.13667966586386,116.0,250.0
1937,658.0,445.0,53.3914184524526,721.0,446.0
1938,642.0,475.0,39.43074452373833,652.0,537.0
1939,264.0,387.0,38.072932449658154,197.0,413.0
1940,119.0,318.0,48.96780635104761,100.0,251.0
1941,158.0,118.0,70.43962205201022,151.0,147.0
1942,352.0,330.0,52.70875001872527,390.0,362.0
1943,548.0,251.0,56.24519385918589,501.0,236.0
1944,487.0,268.0,29.699584848519912,494.0,221.0
1945,197.0,166.0,40.941250045180674,232.0,162.0
1946,450.0,389.0,59.976506210067654,546.0,361.0
1947,534.0,365.0,45.34088942719115,526.0,404.0
1948,252.0,200.0,34.339899069953916,340.0,219.0
1949,477.0,324.0,65.00659095982058,511.0,373.0
1950,128.0,508.0,49.87874642315372,82.0,489.0
1951,125.0,150.0,41.49415694583581,196.0,95.0
1952,545.0,536.0,48.52247618379598,555.0,481.0
1953,307.0,227.0,52.505712228578545,346.0,276.0
1954,436.0,219.0,51.489019054378886,421.0,261.0
1955,163.0,511.0,50.170479597129514,128.0,508.0
1956,342.0,157.0,26.031698717030523,311.0,196.0
1957,399.0,233.0,68.28607015510616,358.0,189.0
1958,190.0,332.0,38.1268604625811,152.0,349.0
1959,62.0,149.0,47.10752782241086,125.0,150.0
1960,642.0,209.0,26.604516933255955,634.0,289.0
1961,616.0,128.0,49.275629178992034,589.0,86.0
1962,431.0,458.0,47.30487890386052,490.0,447.0
1963,158.0,503.0,65.59837298554032,251.0,540.0
1964,403.0,346.0,53.804116039441894,455.0,324.0
1965,162.0,411.0,39.602148409526116,191.0,496.0
1966,208.0,191.0,27.140111543742087,246.0,273.0
1967,550.0,344.0,26.262260311599817,527.0,393.0
1968,187.0,293.0,24.335516942224814,137.0,241.0
1969,371.0,219.0,40.669258305303856,405.0,225.0
1970,547.0,89.0,59.829357601584206,646.0,75.0
1971,315.0,225.0,26.200990070135845,291.0,269.0
1972,717.0,298.0,51.82766282073597,717.0,347.0
1973,301.0,285.0,51.283889174798745,275.0,327.0
1974,478.0,406.0,24.738327737279928,404.0,375.0
1975,341.0,261.0,55.76822339802982,307.0,227.0
1976,218.0,223.0,49.73026250741021,163.0,190.0
1977,283.0,378.0,25.959378911938472,240.0,424.0
1978,51.0,155.0,35.939468410450154,62.0,96.0
1979,628.0,67.0,38.4642350176132,602.0,92.0
1980,716.0,471.0,57.50651976734465,670.0,536.0
1981,231.0,502.0,30.427813850299042,214.0,477.0
1982,105.0,322.0,40.32341541022165,152.0,349.0
1983,347.0,218.0,22.008736526521623,397.0,217.0
1984,487.0,366.0,34.76093531199963,540.0,355.0
1985,624.0,344.0,29.666129561997856,634.0,289.0
1986,458.0,383.0,53.52716543039034,483.0,380.0
1987,170.0,305.0,26.65574120549975,169.0,335.0
1988,492.0,163.0,33.88177075136051,530.0,194.0
1989,278.0,450.0,26.837516153547444,284.0,492.0
1990,553.0,473.0,32.50684332415103,516.0,544.0
1991,649.0,453.0,48.93524277667413,636.0,401.0
1992,479.0,368.0,43.65947426333588,413.0,346.0
1993,149.0,445.0,30.804400230603026,112.0,419.0
1994,640.0,162.0,54.522376141872705,672.0,97.0
1995,539.0,527.0,54.352073572736344,565.0,491.0
1996,503.0,339.0,41.74563161080654,522.0,315.0
1997,86.0,512.0,60.57594839954992,117.0,474.0
1998,268.0,348.0,48.71018591777367,266.0,248.0
1999,351.0,235.0,30.82343504260629,299.0,200.0
2000,681.0,391.0,49.29342322693908,635.0,324.0
2001,152.0,425.0,63.78694032354504,117.0,474.0
2002,646.0,270.0,62.30061240986492,612.0,250.0
2003,293.0,219.0,26.92612356651264,305.0,272.0
2004,631.0,496.0,33.137405471047124,637.0,536.0
2005,98.0,479.0,57.343729393158384,69.0,509.0
2006,547.0,61.0,64.35777553664269,545.0,109.0
2007,583.0,288.0,33.14081850557076,597.0,377.0
2008,553.0,421.0,29.694986434485312,559.0,379.0
2009,572.0,347.0,34.76955648809043,625.0,336.0
2010,512.0,497.0,30.95254943675844,474.0,478.0
2011,605.0,518.0,48.62230821516701,609.0,468.0
2012,558.0,193.0,31.82854166140161,494.0,221.0
2013,491.0,284.0,60.81571508287216,525.0,212.0
2014,711.0,454.0,43.31693944772634,640.0,398.0
2015,552.0,296.0,53.332058874613374,615.0,301.0
2016,431.0,452.0,28.237270710314696,501.0,455.0
2017,698.0,186.0,63.960657857132,674.0,237.0
2018,648.0,341.0,58.555974485374435,663.0,373.0
2019,293.0,236.0,25.805776058197416,246.0,273.0
2020,405.0,259.0,56.58418290821307,341.0,261.0
2021,164.0,230.0,27.53484525273628,182.0,247.0
2022,475.0,193.0,55.14075419811004,469.0,158.0
2023,662.0,524.0,66.96053665506793,702.0,464.0
2024,513.0,223.0,32.10995262413434,467.0,261.0
2025,209.0,243.0,22.237906479348393,244.0,234.0
2026,314.0,435.0,52.04366125390118,330.0,513.0
2027,542.0,413.0,27.501993394540854,592.0,462.0
2028,142.0,308.0,73.3324071539423,161.0,273.0
2029,368.0,174.0,57.259217844037906,307.0,227.0
2030,496.0,297.0,27.55964157196368,550.0,344.0
2031,630.0,486.0,30.8459226541938,592.0,462.0
2032,347.0,241.0,33.54417376183944,363.0,266.0
2033,534.0,121.0,26.395336911373555,517.0,174.0
2034,728.0,236.0,43.23726386184377,669.0,182.0
